data,reparto_id,shift_code,coverage_code
2024-09-06,REP2,P,S
2024-09-06,REP3,M,S
2024-09-06,REP3,N,S
2024-09-06,REP3,P,S
2024-09-06,REP5,M,S
2024-09-06,REP5,N,S
2024-09-06,REP5,P,S
2024-09-06,RIA,G,S
2024-09-06,RIA2,G,S
2024-09-07,ADT,G,s
2024-09-07,MED,G,S
2024-09-07,MEDG,N,S
2024-09-07,REP0,G,S
2024-09-07,REP0,M,S
2024-09-07,REP0,N,S
2024-09-07,REP0,P,S
2024-09-07,REP2,M,S
2024-09-07,REP2,N,S
2024-09-07,REP2,P,S
2024-09-07,REP3,M,S
2024-09-07,REP3,N,S
2024-09-07,REP3,P,S
2024-09-07,REP5,M,S
2024-09-07,REP5,N,S
2024-09-07,REP5,P,S
2024-09-07,RIA,G,S
2024-09-07,RIA2,G,S
2024-09-08,ADT,G,d
2024-09-08,MED,G,S
2024-09-08,MEDG,N,S
2024-09-08,REP0,G,S
2024-09-08,REP0,M,S
2024-09-08,REP0,N,S
2024-09-08,REP0,P,S
2024-09-08,REP2,M,S
2024-09-08,REP2,N,S
2024-09-08,REP2,P,S
2024-09-08,REP3,M,S
2024-09-08,REP3,N,S
2024-09-08,REP3,P,S
2024-09-08,REP5,M,S
2024-09-08,REP5,N,S
2024-09-08,REP5,P,S
2024-09-08,RIA,G,S
2024-09-08,RIA2,G,S
2024-09-09,ADT,G,p
2024-09-09,MED,G,S
2024-09-09,MEDG,N,S
2024-09-09,REP0,G,S
2024-09-09,REP0,M,S
2024-09-09,REP0,N,S
2024-09-09,REP0,P,S
2024-09-09,REP2,M,S
2024-09-09,REP2,N,S
2024-09-09,REP2,P,S
2024-09-09,REP3,M,S
2024-09-09,REP3,N,S
2024-09-09,REP3,P,S
2024-09-09,REP5,M,S
2024-09-09,REP5,N,S
2024-09-09,REP5,P,S
2024-09-09,RIA,G,S
2024-09-09,RIA2,G,S
2024-09-10,ADT,G,p
2024-09-10,MED,G,S
2024-09-10,MEDG,N,S
2024-09-10,REP0,G,S
2024-09-10,REP0,M,S
2024-09-10,REP0,N,S
2024-09-10,REP0,P,S
2024-09-10,REP2,M,S
2024-09-10,REP2,N,S
2024-09-10,REP2,P,S
2024-09-10,REP3,M,S
2024-09-10,REP3,N,S
2024-09-10,REP3,P,S
2024-09-10,REP5,M,S
2024-09-10,REP5,N,S
2024-09-10,REP5,P,S
2024-09-10,RIA,G,S
2024-09-10,RIA2,G,S
2024-09-11,ADT,G,p
2024-09-11,MED,G,S
2024-09-11,MEDG,N,S
2024-09-11,REP0,G,S
2024-09-11,REP0,M,S
2024-09-11,REP0,N,S
2024-09-11,REP0,P,S
2024-09-11,REP2,M,S
2024-09-11,REP2,N,S
2024-09-11,REP2,P,S
2024-09-11,REP3,M,S
2024-09-11,REP3,N,S
2024-09-11,REP3,P,S
2024-09-11,REP5,M,S
2024-09-11,REP5,N,S
2024-09-11,REP5,P,S
2024-09-11,RIA,G,S
2024-09-11,RIA2,G,S
2024-09-12,ADT,G,p
2024-09-12,MED,G,S
2024-09-12,MEDG,N,S
2024-09-12,REP0,G,S
2024-09-12,REP0,M,S
2024-09-12,REP0,N,S
2024-09-12,REP0,P,S
2024-09-12,REP2,M,S
2024-09-12,REP2,N,S
2024-09-12,REP2,P,S
2024-09-12,REP3,M,S
2024-09-12,REP3,N,S
2024-09-12,REP3,P,S
2024-09-12,REP5,M,S
2024-09-12,REP5,N,S
2024-09-12,REP5,P,S
2024-09-12,RIA,G,S
2024-09-12,RIA2,G,S
2024-09-13,ADT,G,p
2024-09-13,MED,G,S
2024-09-13,MEDG,N,S
2024-09-13,REP0,G,S
2024-09-13,REP0,M,S
2024-09-13,REP0,N,S
2024-09-13,REP0,P,S
2024-09-13,REP2,M,S
2024-09-13,REP2,N,S
2024-09-13,REP2,P,S
2024-09-13,REP3,M,S
2024-09-13,REP3,N,S
2024-09-13,REP3,P,S
2024-09-13,REP5,M,S
2024-09-13,REP5,N,S
2024-09-13,REP5,P,S
2024-09-13,RIA,G,S
2024-09-13,RIA2,G,S
2024-09-14,ADT,G,s
2024-09-14,MED,G,S
2024-09-14,MEDG,N,S
2024-09-14,REP0,G,S
2024-09-14,REP0,M,S
2024-09-14,REP0,N,S
2024-09-14,REP0,P,S
2024-09-14,REP2,M,S
2024-09-14,REP2,N,S
2024-09-14,REP2,P,S
2024-09-14,REP3,M,S
2024-09-14,REP3,N,S
2024-09-14,REP3,P,S
2024-09-14,REP5,M,S
2024-09-14,REP5,N,S
2024-09-14,REP5,P,S
2024-09-14,RIA,G,S
2024-09-14,RIA2,G,S
2024-09-15,ADT,G,d
2024-09-15,MED,G,S
2024-09-15,MEDG,N,S
2024-09-15,REP0,G,S
2024-09-15,REP0,M,S
2024-09-15,REP0,N,S
2024-09-15,REP0,P,S
2024-09-15,REP2,M,S
2024-09-15,REP2,N,S
2024-09-15,REP2,P,S
2024-09-15,REP3,M,S
2024-09-15,REP3,N,S
2024-09-15,REP3,P,S
2024-09-15,REP5,M,S
2024-09-15,REP5,N,S
2024-09-15,REP5,P,S
2024-09-15,RIA,G,S
2024-09-15,RIA2,G,S
2024-09-16,ADT,G,p
2024-09-16,MED,G,S
2024-09-16,MEDG,N,S
2024-09-16,REP0,G,S
2024-09-16,REP0,M,S
2024-09-16,REP0,N,S
2024-09-16,REP0,P,S
2024-09-16,REP2,M,S
2024-09-16,REP2,N,S
2024-09-16,REP2,P,S
2024-09-16,REP3,M,S
2024-09-16,REP3,N,S
2024-09-16,REP3,P,S
2024-09-16,REP5,M,S
2024-09-16,REP5,N,S
2024-09-16,REP5,P,S
2024-09-16,RIA,G,S
2024-09-16,RIA2,G,S
2024-09-17,ADT,G,p
2024-09-17,MED,G,S
2024-09-17,MEDG,N,S
2024-09-17,REP0,G,S
2024-09-17,REP0,M,S
2024-09-17,REP0,N,S
2024-09-17,REP0,P,S
2024-09-17,REP2,M,S
2024-09-17,REP2,N,S
2024-09-17,REP2,P,S
2024-09-17,REP3,M,S
2024-09-17,REP3,N,S
2024-09-17,REP3,P,S
2024-09-17,REP5,M,S
2024-09-17,REP5,N,S
2024-09-17,REP5,P,S
2024-09-17,RIA,G,S
2024-09-17,RIA2,G,S
2024-09-18,ADT,G,p
2024-09-18,MED,G,S
2024-09-18,MEDG,N,S
2024-09-18,REP0,G,S
2024-09-18,REP0,M,S
2024-09-18,REP0,N,S
2024-09-18,REP0,P,S
2024-09-18,REP2,M,S
2024-09-18,REP2,N,S
2024-09-18,REP2,P,S
2024-09-18,REP3,M,S
2024-09-18,REP3,N,S
2024-09-18,REP3,P,S
2024-09-18,REP5,M,S
2024-09-18,REP5,N,S
2024-09-18,REP5,P,S
2024-09-18,RIA,G,S
2024-09-18,RIA2,G,S
2024-09-19,ADT,G,p
2024-09-19,MED,G,S
2024-09-19,MEDG,N,S
2024-09-19,REP0,G,S
2024-09-19,REP0,M,S
2024-09-19,REP0,N,S
2024-09-19,REP0,P,S
2024-09-19,REP2,M,S
2024-09-19,REP2,N,S
2024-09-19,REP2,P,S
2024-09-19,REP3,M,S
2024-09-19,REP3,N,S
2024-09-19,REP3,P,S
2024-09-19,REP5,M,S
2024-09-19,REP5,N,S
2024-09-19,REP5,P,S
2024-09-19,RIA,G,S
2024-09-19,RIA2,G,S
2024-09-20,ADT,G,p
2024-09-20,MED,G,S
2024-09-20,MEDG,N,S
2024-09-20,REP0,G,S
2024-09-20,REP0,M,S
2024-09-20,REP0,N,S
2024-09-20,REP0,P,S
2024-09-20,REP2,M,S
2024-09-20,REP2,N,S
2024-09-20,REP2,P,S
2024-09-20,REP3,M,S
2024-09-20,REP3,N,S
2024-09-20,REP3,P,S
2024-09-20,REP5,M,S
2024-09-20,REP5,N,S
2024-09-20,REP5,P,S
2024-09-20,RIA,G,S
2024-09-20,RIA2,G,S
2024-09-21,ADT,G,s
2024-09-21,MED,G,S
2024-09-21,MEDG,N,S
2024-09-21,REP0,G,S
2024-09-21,REP0,M,S
2024-09-21,REP0,N,S
2024-09-21,REP0,P,S
2024-09-21,REP2,M,S
2024-09-21,REP2,N,S
2024-09-21,REP2,P,S
2024-09-21,REP3,M,S
2024-09-21,REP3,N,S
2024-09-21,REP3,P,S
2024-09-21,REP5,M,S
2024-09-21,REP5,N,S
2024-09-21,REP5,P,S
2024-09-21,RIA,G,S
2024-09-21,RIA2,G,S
2024-09-22,ADT,G,d
2024-09-22,MED,G,S
2024-09-22,MEDG,N,S
2024-09-22,REP0,G,S
2024-09-22,REP0,M,S
2024-09-22,REP0,N,S
2024-09-22,REP0,P,S
2024-09-22,REP2,M,S
2024-09-22,REP2,N,S
2024-09-22,REP2,P,S
2024-09-22,REP3,M,S
2024-09-22,REP3,N,S
2024-09-22,REP3,P,S
2024-09-22,REP5,M,S
2024-09-22,REP5,N,S
2024-09-22,REP5,P,S
2024-09-22,RIA,G,S
2024-09-22,RIA2,G,S
2024-09-23,ADT,G,p
2024-09-23,MED,G,S
2024-09-23,MEDG,N,S
2024-09-23,REP0,G,S
2024-09-23,REP0,M,S
2024-09-23,REP0,N,S
2024-09-23,REP0,P,S
2024-09-23,REP2,M,S
2024-09-23,REP2,N,S
2024-09-23,REP2,P,S
2024-09-23,REP3,M,S
2024-09-23,REP3,N,S
2024-09-23,REP3,P,S
2024-09-23,REP5,M,S
2024-09-23,REP5,N,S
2024-09-23,REP5,P,S
2024-09-23,RIA,G,S
2024-09-23,RIA2,G,S
2024-09-24,ADT,G,p
2024-09-24,MED,G,S
2024-09-24,MEDG,N,S
2024-09-24,REP0,G,S
2024-09-24,REP0,M,S
2024-09-24,REP0,N,S
2024-09-24,REP0,P,S
2024-09-24,REP2,M,S
2024-09-24,REP2,N,S
2024-09-24,REP2,P,S
2024-09-24,REP3,M,S
2024-09-24,REP3,N,S
2024-09-24,REP3,P,S
2024-09-24,REP5,M,S
2024-09-24,REP5,N,S
2024-09-24,REP5,P,S
2024-09-24,RIA,G,S
2024-09-24,RIA2,G,S
2024-09-25,ADT,G,p
2024-09-25,MED,G,S
2024-09-25,MEDG,N,S
2024-09-25,REP0,G,S
2024-09-25,REP0,M,S
2024-09-25,REP0,N,S
2024-09-25,REP0,P,S
2024-09-25,REP2,M,S
2024-09-25,REP2,N,S
2024-09-25,REP2,P,S
2024-09-25,REP3,M,S
2024-09-25,REP3,N,S
2024-09-25,REP3,P,S
2024-09-25,REP5,M,S
2024-09-25,REP5,N,S
2024-09-25,REP5,P,S
2024-09-25,RIA,G,S
2024-09-25,RIA2,G,S
2024-09-26,ADT,G,p
2024-09-26,MED,G,S
2024-09-26,MEDG,N,S
2024-09-26,REP0,G,S
2024-09-26,REP0,M,S
2024-09-26,REP0,N,S
2024-09-26,REP0,P,S
2024-09-26,REP2,M,S
2024-09-26,REP2,N,S
2024-09-26,REP2,P,S
2024-09-26,REP3,M,S
2024-09-26,REP3,N,S
2024-09-26,REP3,P,S
2024-09-26,REP5,M,S
2024-09-26,REP5,N,S
2024-09-26,REP5,P,S
2024-09-26,RIA,G,S
2024-09-26,RIA2,G,S
2024-09-27,ADT,G,p
2024-09-27,MED,G,S
2024-09-27,MEDG,N,S
2024-09-27,REP0,G,S
2024-09-27,REP0,M,S
2024-09-27,REP0,N,S
2024-09-27,REP0,P,S
2024-09-27,REP2,M,S
2024-09-27,REP2,N,S
2024-09-27,REP2,P,S
2024-09-27,REP3,M,S
2024-09-27,REP3,N,S
2024-09-27,REP3,P,S
2024-09-27,REP5,M,S
2024-09-27,REP5,N,S
2024-09-27,REP5,P,S
2024-09-27,RIA,G,S
2024-09-27,RIA2,G,S
2024-09-28,ADT,G,s
2024-09-28,MED,G,S
2024-09-28,MEDG,N,S
2024-09-28,REP0,G,S
2024-09-28,REP0,M,S
2024-09-28,REP0,N,S
2024-09-28,REP0,P,S
2024-09-28,REP2,M,S
2024-09-28,REP2,N,S
2024-09-28,REP2,P,S
2024-09-28,REP3,M,S
2024-09-28,REP3,N,S
2024-09-28,REP3,P,S
2024-09-28,REP5,M,S
2024-09-28,REP5,N,S
2024-09-28,REP5,P,S
2024-09-28,RIA,G,S
2024-09-28,RIA2,G,S
2024-09-29,ADT,G,d
2024-09-29,MED,G,S
2024-09-29,MEDG,N,S
2024-09-29,REP0,G,S
2024-09-29,REP0,M,S
2024-09-29,REP0,N,S
2024-09-29,REP0,P,S
2024-09-29,REP2,M,S
2024-09-29,REP2,N,S
2024-09-29,REP2,P,S
2024-09-29,REP3,M,S
2024-09-29,REP3,N,S
2024-09-29,REP3,P,S
2024-09-29,REP5,M,S
2024-09-29,REP5,N,S
2024-09-29,REP5,P,S
2024-09-29,RIA,G,S
2024-09-29,RIA2,G,S
2024-09-30,ADT,G,p
2024-09-30,MED,G,S
2024-09-30,MEDG,N,S
2024-09-30,REP0,G,S
2024-09-30,REP0,M,S
2024-09-30,REP0,N,S
2024-09-30,REP0,P,S
2024-09-30,REP2,M,S
2024-09-30,REP2,N,S
2024-09-30,REP2,P,S
2024-09-30,REP3,M,S
2024-09-30,REP3,N,S
2024-09-30,REP3,P,S
2024-09-30,REP5,M,S
2024-09-30,REP5,N,S
2024-09-30,REP5,P,S
2024-09-30,RIA,G,S
2024-09-30,RIA2,G,S
